event_id	listing_date	event_listing_date_id	taxonomy	event_title	event_datetime	tickets_listed	mean_listing_price	performer_1	performer_2	performer_3	performer_4	venue_name
3594129	2017-06-01	3594129_17318	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-06-25T02:10:00Z	9821	67	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3594063	2017-06-01	3594063_17318	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-09-08T02:10:00Z	11673	33	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3594059	2017-06-01	3594059_17318	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-09-10T01:10:00Z	11662	52	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3601623	2017-06-01	3601623_17318	Minor League Baseball	Colorado Springs Sky Sox at Oklahoma City Dodgers	2017-06-02T02:05:00Z	36	36	Oklahoma City Dodgers	Colorado Springs Sky Sox	NA	NA	Chickasaw Bricktown Ballpark
3580720	2017-06-01	3580720_17318	Minor League Baseball	Colorado Springs Sky Sox at Oklahoma City Dodgers	2017-06-03T02:05:00Z	49	29	Oklahoma City Dodgers	Colorado Springs Sky Sox	NA	NA	Chickasaw Bricktown Ballpark
3580719	2017-06-01	3580719_17318	Minor League Baseball	Colorado Springs Sky Sox at Oklahoma City Dodgers	2017-06-04T02:05:00Z	12	29	Oklahoma City Dodgers	Colorado Springs Sky Sox	NA	NA	Chickasaw Bricktown Ballpark
3750586	2017-06-01	3750586_17318	Minor League Baseball	Colorado Springs Sky Sox at Oklahoma City Dodgers	2017-06-04T21:05:00Z	25	36	Oklahoma City Dodgers	Colorado Springs Sky Sox	NA	NA	Chickasaw Bricktown Ballpark
3580706	2017-06-01	3580706_17318	Minor League Baseball	Iowa Cubs at Oklahoma City Dodgers	2017-07-05T02:05:00Z	96	44.5	Iowa Cubs	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580705	2017-06-01	3580705_17318	Minor League Baseball	Iowa Cubs at Oklahoma City Dodgers	2017-07-06T02:05:00Z	24	36	Iowa Cubs	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580704	2017-06-01	3580704_17318	Minor League Baseball	Iowa Cubs at Oklahoma City Dodgers	2017-07-07T02:05:00Z	8	34	Iowa Cubs	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3594112	2017-06-01	3594112_17318	MLB Baseball	Kansas City Royals at Los Angeles Dodgers	2017-07-08T23:15:00Z	11731	61	Los Angeles Dodgers	Kansas City Royals	NA	NA	Dodger Stadium
3594114	2017-06-01	3594114_17318	MLB Baseball	Kansas City Royals at Los Angeles Dodgers	2017-07-08T02:10:00Z	12380	54	Los Angeles Dodgers	Kansas City Royals	NA	NA	Dodger Stadium
3594110	2017-06-01	3594110_17318	MLB Baseball	Kansas City Royals at Los Angeles Dodgers	2017-07-09T20:10:00Z	12578	51	Los Angeles Dodgers	Kansas City Royals	NA	NA	Dodger Stadium
3594124	2017-06-01	3594124_17318	MLB Baseball	Los Angeles Angels at Los Angeles Dodgers	2017-06-27T02:10:00Z	12229	56	Los Angeles Dodgers	Los Angeles Angels	NA	NA	Dodger Stadium
3594122	2017-06-01	3594122_17318	MLB Baseball	Los Angeles Angels at Los Angeles Dodgers	2017-06-28T02:10:00Z	10352	78	Los Angeles Dodgers	Los Angeles Angels	NA	NA	Dodger Stadium
3799895	2017-06-01	3799895_17318	Classical Orchestral	Los Angeles Philharmonic: and Gustavo Dudamel - Los Angeles	2017-10-08T03:00:00Z	68	662.5	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799893	2017-06-01	3799893_17318	Classical Orchestral	Los Angeles Philharmonic: Carlos Miguel Prieto - New Music From Mexico - Los Angeles	2017-10-18T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799887	2017-06-01	3799887_17318	Classical Orchestral	Los Angeles Philharmonic: Chamber Music - Los Angeles	2017-10-25T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799899	2017-06-01	3799899_17318	Classical Orchestral	Los Angeles Philharmonic: Chamber Music by Mozart - Los Angeles	2017-10-04T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799867	2017-06-01	3799867_17318	Classical Orchestral	Los Angeles Philharmonic: David Newman - West Side Story - Los Angeles	2017-11-25T04:00:00Z	45	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799876	2017-06-01	3799876_17318	Classical Orchestral	Los Angeles Philharmonic: Dutoit Conducts Ravel - Los Angeles	2017-11-10T04:00:00Z	38	842	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799874	2017-06-01	3799874_17318	Classical Orchestral	Los Angeles Philharmonic: Dutoit Conducts Ravel - Los Angeles	2017-11-12T04:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799868	2017-06-01	3799868_17318	Classical Orchestral	Los Angeles Philharmonic: Emmanuelle Haim - Bach and Pergolesi - Los Angeles	2017-11-19T22:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799871	2017-06-01	3799871_17318	Classical Orchestral	Los Angeles Philharmonic: Emmanuelle Haim - Bach and Pergolesi - Los Angeles	2017-11-17T04:00:00Z	45	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799870	2017-06-01	3799870_17318	Classical Orchestral	Los Angeles Philharmonic: Emmanuelle Haim - Bach and Pergolesi - Los Angeles	2017-11-18T04:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3209668	2017-06-01	3209668_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel & Yuja Wang - Piano Concerto No. 2 - Los Angeles	2017-06-02T03:00:00Z	16	839	John Pizzarelli	Los Angeles Philharmonic	Gustavo Dudamel	Yuja Wang	Walt Disney Concert Hall
3555599	2017-06-01	3555599_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel & Yuja Wang - Piano Concerto No. 2 - Los Angeles	2017-06-02T18:00:00Z	34	842	John Pizzarelli	Los Angeles Philharmonic	Gustavo Dudamel	Yuja Wang	Walt Disney Concert Hall
3209665	2017-06-01	3209665_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel & Yuja Wang - Piano Concerto No. 3 - Los Angeles	2017-06-04T21:00:00Z	58	761	John Pizzarelli	Los Angeles Philharmonic	Gustavo Dudamel	Yuja Wang	Walt Disney Concert Hall
3209666	2017-06-01	3209666_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel & Yuja Wang - Piano Concerto No. 3 - Los Angeles	2017-06-04T03:00:00Z	53	798	John Pizzarelli	Los Angeles Philharmonic	Gustavo Dudamel	Yuja Wang	Walt Disney Concert Hall
3799903	2017-06-01	3799903_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Gala - Los Angeles	2017-09-27T02:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799900	2017-06-01	3799900_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Los Angeles	2017-10-01T21:00:00Z	95	343	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799901	2017-06-01	3799901_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Los Angeles	2017-10-01T03:00:00Z	81	583	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799896	2017-06-01	3799896_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Mozart 1791 - Los Angeles	2017-10-08T21:00:00Z	62	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799898	2017-06-01	3799898_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Mozart 1791 - Los Angeles	2017-10-06T03:00:00Z	69	618	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799902	2017-06-01	3799902_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Mozart 1791 - Los Angeles	2017-09-29T18:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799897	2017-06-01	3799897_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Mozart 1791 - Los Angeles	2017-10-07T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799894	2017-06-01	3799894_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Noche de cine - Los Angeles	2017-10-14T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799761	2017-06-01	3799761_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Schumann Cycle: Concert 3 - Los Angeles	2018-06-03T21:00:00Z	71	236	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799762	2017-06-01	3799762_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Schumann Cycle: Concert 3 - Los Angeles	2018-06-03T03:00:00Z	59	348	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799763	2017-06-01	3799763_17318	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Schumann Cycle: Concert 3 - Los Angeles	2018-06-02T03:00:00Z	43	592	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3209664	2017-06-01	3209664_17318	Classical Orchestral	Los Angeles Philharmonic: Marc Lowenstein - Los Angeles	2017-06-14T03:00:00Z	46	815	Los Angeles Philharmonic	Marc Lowenstein	NA	NA	Walt Disney Concert Hall
3799862	2017-06-01	3799862_17318	Classical Orchestral	Los Angeles Philharmonic: Miguel Harth-Bedoya - Bernstein - Los Angeles	2017-12-03T22:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799863	2017-06-01	3799863_17318	Classical Orchestral	Los Angeles Philharmonic: Miguel Harth-Bedoya - Bernstein - Los Angeles	2017-12-03T04:00:00Z	53	815	Los Angeles Philharmonic	Hilary Hahn	NA	NA	Walt Disney Concert Hall
3799891	2017-06-01	3799891_17318	Classical Orchestral	Los Angeles Philharmonic: Mirga Grazinyte-Tyla - Mahler's Symphony No. 4 - Los Angeles	2017-10-20T03:00:00Z	65	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799890	2017-06-01	3799890_17318	Classical Orchestral	Los Angeles Philharmonic: Mirga Grazinyte-Tyla - Mahlers Symphony No. 4 - Los Angeles	2017-10-20T21:00:00Z	65	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799889	2017-06-01	3799889_17318	Classical Orchestral	Los Angeles Philharmonic: Mirga Grazinyte-Tyla - Mahlers Symphony No. 4 - Los Angeles	2017-10-21T21:00:00Z	69	618	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799881	2017-06-01	3799881_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-03T03:00:00Z	45	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799880	2017-06-01	3799880_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-04T03:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799878	2017-06-01	3799878_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-05T22:00:00Z	79	116	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799879	2017-06-01	3799879_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-05T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799886	2017-06-01	3799886_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-28T03:00:00Z	74	586	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799885	2017-06-01	3799885_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-29T03:00:00Z	73	587	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799884	2017-06-01	3799884_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-29T21:00:00Z	71	592	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799855	2017-06-01	3799855_17318	Classical Orchestral	Los Angeles Philharmonic: Xian Zhang - Los Angeles	2017-12-10T22:00:00Z	73	125	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799857	2017-06-01	3799857_17318	Classical Orchestral	Los Angeles Philharmonic: Xian Zhang - Los Angeles	2017-12-10T04:00:00Z	47	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799852	2017-06-01	3799852_17318	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-17T04:00:00Z	51	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799854	2017-06-01	3799854_17318	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-15T04:00:00Z	45	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799853	2017-06-01	3799853_17318	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-16T04:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3750581	2017-06-01	3750581_17318	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-18T02:05:00Z	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750580	2017-06-01	3750580_17318	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-19T02:05:00Z	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750579	2017-06-01	3750579_17318	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-20T02:05:00Z	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750578	2017-06-01	3750578_17318	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-21T02:05:00Z	27	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3594076	2017-06-01	3594076_17318	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-26T02:10:00Z	11237	49	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium
3594074	2017-06-01	3594074_17318	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-27T01:10:00Z	10991	53	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium
3594072	2017-06-01	3594072_17318	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-27T20:10:00Z	11232	45	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium
3594097	2017-06-01	3594097_17318	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-26T02:10:00Z	11826	33	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium
3594099	2017-06-01	3594099_17318	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-25T02:10:00Z	10159	48	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium
3594095	2017-06-01	3594095_17318	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-27T02:10:00Z	9709	67	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium
3580713	2017-06-01	3580713_17318	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-23T02:05:00Z	24	36	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580712	2017-06-01	3580712_17318	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-24T02:05:00Z	89	32	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580711	2017-06-01	3580711_17318	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-25T02:05:00Z	74	35	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580710	2017-06-01	3580710_17318	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-26T01:05:00Z	68	37	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580683	2017-06-01	3580683_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-08-29T02:05:00Z	24	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601614	2017-06-01	3601614_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-08-30T02:05:00Z	24	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601613	2017-06-01	3601613_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-08-31T02:05:00Z	27	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601612	2017-06-01	3601612_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-09-01T02:05:00Z	56	38.5	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750585	2017-06-01	3750585_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-14T02:05:00Z	69	40	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750584	2017-06-01	3750584_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-15T02:05:00Z	90	32	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750583	2017-06-01	3750583_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-16T02:05:00Z	79	29	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750582	2017-06-01	3750582_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-17T01:05:00Z	31	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3594135	2017-06-01	3594135_17318	MLB Baseball	New York Mets at Los Angeles Dodgers	2017-06-23T02:10:00Z	12461	31	Los Angeles Dodgers	New York Mets	NA	NA	Dodger Stadium
3594139	2017-06-01	3594139_17318	MLB Baseball	New York Mets at Los Angeles Dodgers	2017-06-21T02:10:00Z	12435	37	Los Angeles Dodgers	New York Mets	NA	NA	Dodger Stadium
3594142	2017-06-01	3594142_17318	MLB Baseball	New York Mets at Los Angeles Dodgers	2017-06-20T02:10:00Z	10227	40	Los Angeles Dodgers	New York Mets	NA	NA	Dodger Stadium
3594137	2017-06-01	3594137_17318	MLB Baseball	New York Mets at Los Angeles Dodgers	2017-06-22T02:10:00Z	11203	46	Los Angeles Dodgers	New York Mets	NA	NA	Dodger Stadium
3580687	2017-06-01	3580687_17318	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-08-25T02:05:00Z	60	36	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580686	2017-06-01	3580686_17318	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-08-26T02:05:00Z	78	29	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580685	2017-06-01	3580685_17318	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-08-27T02:05:00Z	89	34	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580718	2017-06-01	3580718_17318	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-06-14T02:05:00Z	23	36	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580717	2017-06-01	3580717_17318	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-06-14T18:05:00Z	5	32	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580716	2017-06-01	3580716_17318	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-06-16T02:05:00Z	57	35	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580715	2017-06-01	3580715_17318	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-06-17T02:05:00Z	68	30.5	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580684	2017-06-01	3580684_17318	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-08-28T01:05:00Z	31	36	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3601615	2017-06-01	3601615_17318	Minor League Baseball	Reno Aces at Oklahoma City Dodgers	2017-07-26T02:05:00Z	23	36	Oklahoma City Dodgers	Reno Aces	NA	NA	Chickasaw Bricktown Ballpark
3750577	2017-06-01	3750577_17318	Minor League Baseball	Reno Aces at Oklahoma City Dodgers	2017-07-27T02:05:00Z	24	37	Oklahoma City Dodgers	Reno Aces	NA	NA	Chickasaw Bricktown Ballpark
3750576	2017-06-01	3750576_17318	Minor League Baseball	Reno Aces at Oklahoma City Dodgers	2017-07-28T02:05:00Z	24	36	Oklahoma City Dodgers	Reno Aces	NA	NA	Chickasaw Bricktown Ballpark
3750575	2017-06-01	3750575_17318	Minor League Baseball	Reno Aces at Oklahoma City Dodgers	2017-07-29T02:05:00Z	100	34	Oklahoma City Dodgers	Reno Aces	NA	NA	Chickasaw Bricktown Ballpark
3757815	2017-06-01	3757815_17318	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-08-12T02:05:00Z	90	35	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580696	2017-06-01	3580696_17318	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-08-13T02:05:00Z	87	35	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601621	2017-06-01	3601621_17318	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-06-10T02:05:00Z	72	32.5	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601622	2017-06-01	3601622_17318	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-06-11T02:05:00Z	89	36	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601620	2017-06-01	3601620_17318	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-06-12T01:05:00Z	57	36	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
